simplified,vietnamese,pinyin,english,hsk_level
导游,,dǎo yóu,tour guide; guidebook; to conduct a tour,4
导致,,dǎo zhì,to lead to; to create; to cause; to bring about,4
到,,dào,to reach; to arrive; to leave for; to go to; to (a place); until (a time); up to (a point); (verb complement indicating arriving at a place or reaching a point); considerate; thoughtful; thorough,4
到处,,dào chù,everywhere,4
到达,,dào dá,to reach; to arrive,4
到底,,dào dǐ,finally; in the end; when all is said and done; after all; to the end; to the last,4
倒,,dǎo,to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow; to change (trains or buses); to move around; to resell at a profit,4
倒闭,,dǎo bì,to go bankrupt; to close down,4
倒车,,dǎo chē,"to change buses, trains etc",4
道,,dào,"road; path; principle; truth; morality; reason; skill; method; Dao (of Daoism); to say; to speak; to talk; classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)",4
道理,,dào li,reason; argument; sense; principle; basis; justification,4
道路,,dào lù,road; path; way,4
地,,de,"-ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct",4
地点,,dì diǎn,place; site; location; venue,4
地方,,dì fāng,region; regional (away from the central administration); local,4
地面,,dì miàn,floor; ground; surface,4
地球,,dì qiú,the earth,4
地区,,dì qū,"local; regional; district (not necessarily formal administrative unit); region; area; as suffix to city name, means prefecture or county (area administered by a prefecture-level city or, county-level city)",4
地上,,dì shang,on the ground; on the floor,4
地铁,,dì tiě,underground railway; subway; subway train,4
地铁站,,dì tiě zhàn,subway station,4
地图,,dì tú,map,4
地位,,dì wèi,position; status; place,4
地下,,dì xià,underground; subterranean; covert,4
地址,,dì zhǐ,address,4
的,,de,of; ~'s (possessive particle); (used after an attribute); (used to form a nominal expression); (used at the end of a declarative sentence for emphasis); also pr. [dì] or [di] in poetry and songs,4
的话,,de huà,if (coming after a conditional clause),4
的确,,dí què,really; indeed,4
得,,dé,to obtain; to get; to gain; to catch (a disease); proper; suitable; proud; contented; to allow; to permit; ready; finished,4
得出,,dé chū,to obtain (a result); to arrive at (a conclusion),4
得到,,dé dào,to get; to obtain; to receive,4
得分,,dé fēn,to score,4
得意,,dé yì,proud of oneself; pleased with oneself; complacent,4
灯,,dēng,lamp; light; lantern,4
灯光,,dēng guāng,(stage) lighting; light,4
登,,dēng,to scale (a height); to ascend; to mount; to publish or record; to enter (e.g. in a register); to press down with the foot; to step or tread on; to put on (shoes or trousers) (dialect); to be gathered and taken to the threshing ground (old),4
登记,,dēng jì,to register (one's name),4
登录,,dēng lù,to register; to log in,4
登山,,dēng shān,to climb a mountain; climbing; mountaineering,4
等,,děng,class; rank; grade; equal to; same as; to wait for; to await; et cetera; and so on; et al. (and other authors); after; as soon as; once,4
等待,,děng dài,to wait; to wait for,4
等到,,děng dào,to wait until; by the time when (sth is ready etc),4
等于,,děng yú,to equal; to be tantamount to,4
低,,dī,low; beneath; to lower (one's head); to let droop; to hang down; to incline,4
敌人,,dí rén,enemy,4
底,,de,(equivalent to 的 as possessive particle),4
底下,,dǐ xia,the location below sth; afterwards,4
弟,,dì,younger brother; junior male; I (modest word in letter),4
弟弟,,dì di,younger brother,4
第,,dì,"(prefix indicating ordinal number, as in 六 ""sixth""); (literary) grades in which successful candidates in the imperial examinations were placed; (old) residence of a high official; (literary) but; however; (literary) only; just",4
第二,,dì èr,second; number two; next; secondary,4
典型,,diǎn xíng,model; typical case; archetype; typical; representative,4
点,,diǎn,point; dot; drop; speck; o'clock; point (in space or time); to draw a dot; to check on a list; to choose; to order (food in a restaurant); to touch briefly; to hint; to light; to ignite; to pour a liquid drop by drop; (old) one fifth of a two-hour watch 更; dot stroke in Chinese characters; classifier for items,4
点名,,diǎn míng,roll call; to mention sb by name; (to call or praise or criticize sb) by name,4
点头,,diǎn tóu,to nod,4
电,,diàn,lightning; electricity; electric (bound form); to get (or give) an electric shock; phone call or telegram etc; to send via telephone or telegram etc,4
电灯,,diàn dēng,electric light,4
电动车,,diàndòngchē,Electric vehicle,4
电话,,diàn huà,telephone; phone call; phone number,4
电脑,,diàn nǎo,computer,4
电视,,diàn shì,television; TV,4
电视机,,diàn shì jī,television set,4
电视剧,,diàn shì jù,TV series; TV drama,4
电视台,,diàn shì tái,television station,4
电台,,diàn tái,transmitter-receiver; broadcasting station; radio station,4
电梯,,diàn tī,elevator; escalator,4
电影,,diàn yǐng,movie; film,4
电影院,,diàn yǐng yuàn,cinema; movie theater,4
电源,,diàn yuán,electric power source,4
电子邮件,,diàn zǐ yóu jiàn,email,4
店,,diàn,inn; old-style hotel; (bound form) shop; store,4
调,,diào,to transfer; to move (troops or cadres); to investigate; to enquire into; accent; view; argument; key (in music); mode (music); tune; tone; melody,4
调查,,diào chá,investigation; inquiry; to investigate; to survey; survey; (opinion) poll,4
调皮,,tiáo pí,naughty; mischievous; unruly,4
调整,,tiáo zhěng,to adjust; adjustment; revision,4
掉,,diào,"to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to show off; to shed (hair); (used after certain verbs to express completion, fulfillment, removal etc)",4
顶,,dǐng,"apex; crown of the head; top; roof; most; to carry on the head; to push to the top; to go against; to replace; to substitute; to be subjected to (an aerial bombing, hailstorm etc); (slang) to ""bump"" a forum thread to raise its profile; classifier for headwear, hats, veils etc",4
订,,dìng,to agree; to conclude; to draw up; to subscribe to (a newspaper etc); to order,4
定,,dìng,to set; to fix; to determine; to decide; to order,4
定期,,dìng qī,at set dates; at regular intervals; periodic; limited to a fixed period of time; fixed term,4
东,,Dōng,surname Dong,4
东北,,Dōng běi,Northeast China; Manchuria,4
东边,,dōng bian,east; east side; eastern part; to the east of,4
东部,,dōng bù,the east; eastern part,4
东方,,Dōng fāng,the East; the Orient; two-character surname Dongfang,4
东南,,dōng nán,southeast,4
东西,,dōng xī,east and west,4
冬季,,dōng jì,winter,4
冬天,,dōng tiān,winter,4
懂,,dǒng,to understand; to comprehend,4
懂得,,dǒng de,to understand; to know; to comprehend,4
动,,dòng,"(of sth) to move; to set in movement; to displace; to touch; to make use of; to stir (emotions); to alter; abbr. for 动词, verb",4
动画片,,dòng huà piàn,animated film,4
动力,,dòng lì,motive power; force; (fig.) motivation; impetus,4
动人,,dòng rén,touching; moving,4
动物,,dòng wù,animal,4
动物园,,dòng wù yuán,zoo,4
动摇,,dòng yáo,to sway; to waver; to rock; to rattle; to destabilize; to pose a challenge to,4
动作,,dòng zuò,movement; motion; action; to act; to move,4
都,,Dū,surname Du,4
豆腐,,dòu fu,tofu; bean curd,4
独立,,dú lì,independent; independence; to stand alone,4
独特,,dú tè,unique; distinctive,4
独自,,dú zì,alone,4
读,,dòu,comma; phrase marked by pause,4
读书,,dú shū,to read a book; to study; to attend school,4
读音,,dú yīn,pronunciation; literary (rather than colloquial) pronunciation of a Chinese character,4
读者,,dú zhě,reader,4
堵,,dǔ,"to block up (a road, pipe etc); to stop up (a hole); (fig.) (of a person) choked up with anxiety or stress; wall (literary); (classifier for walls)",4
堵车,,dǔ chē,traffic jam; (of traffic) to get congested,4
肚子,,dù zi,belly; abdomen; stomach,4
度,,dù,"to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences",4
度过,,dù guò,to pass; to spend (time); to survive; to get through,4
短,,duǎn,short; brief; to lack; weak point; fault,4
短处,,duǎn chù,shortcoming; defect; fault; one's weak points,4
短裤,,duǎn kù,short pants; shorts,4
短期,,duǎn qī,short term; short-term,4
短信,,duǎn xìn,text message; SMS,4
段,,Duàn,surname Duan,4
断,,duàn,to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely; definitely; decidedly,4
锻炼,,duàn liàn,to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself,4
队,,duì,squadron; team; group,4
队员,,duì yuán,team member,4
队长,,duì zhǎng,captain; team leader,4
对,,duì,right; correct; towards; at; for; concerning; regarding; to treat (sb a certain way); to face; (bound form) opposite; facing; matching; to match together; to adjust; to fit; to suit; to answer; to reply; to add; to pour in (a fluid); to check; to compare; classifier: couple; pair,4
对比,,duì bǐ,to contrast; contrast; ratio,4
对不起,,duì bu qǐ,I'm sorry; excuse me; I beg your pardon; to let (sb) down; to disappoint,4
对待,,duì dài,to treat; treatment,4
对方,,duì fāng,the other person; the other side; the other party,4
对付,,duì fu,to handle; to deal with; to tackle; to get by with; to make do; (dialect) (usu. used in the negative) to get along with (sb),4
对话,,duì huà,to talk (with sb); dialogue; conversation,4
对面,,duì miàn,(sitting) opposite; across (the street); directly in front; to be face to face,4
对手,,duì shǒu,opponent; rival; competitor; (well-matched) adversary; match,4
对象,,duì xiàng,target; object; partner; boyfriend; girlfriend,4
对于,,duì yú,regarding; as far as (sth) is concerned; with regard to,4
顿,,dùn,"to stop; to pause; to arrange; to lay out; to kowtow; to stamp (one's foot); at once; classifier for meals, beatings, scoldings etc: time, bout, spell, meal",4
多,,duō,many; much; too many; in excess; (after a numeral) ... odd; how (to what extent) (Taiwan pr. [duó]); (bound form) multi-; poly-,4
多次,,duō cì,many times; repeatedly,4
多久,,duō jiǔ,(of time) how long?; (not) a long time,4
多么,,duō me,how (wonderful etc); what (a great idea etc); however (difficult it may be etc); (in interrogative sentences) how (much etc); to what extent,4
多年,,duō nián,many years; for many years; longstanding,4
多少,,duō shǎo,number; amount; somewhat,4
多数,,duō shù,majority; most,4
多样,,duō yàng,diverse; diversity; manifold,4
多云,,duō yún,cloudy (meteorology),4
多种,,duō zhǒng,many kinds of; multiple; diverse; multi-,4
恶心,,ě xīn,variant of 恶心,4
饿,,è,to be hungry; hungry; to starve (sb),4
儿童,,ér tóng,child,4
儿子,,ér zi,son,4
而,,ér,and; as well as; and so; but (not); yet (not); (indicates causal relation); (indicates change of state); (indicates contrast),4
而且,,ér qiě,(not only ...) but also; moreover; in addition; furthermore,4
而是,,ér shì,rather,4
耳机,,ěr jī,headphones; earphones; telephone receiver,4
二,,èr,two; 2; (Beijing dialect) stupid,4
二手,,èr shǒu,"indirectly acquired; second-hand (information, equipment etc); assistant",4
发,,fā,to send out; to show (one's feeling); to issue; to develop; to make a bundle of money; classifier for gunshots (rounds),4
发表,,fā biǎo,to issue; to publish,4
发出,,fā chū,"to issue (an order, decree etc); to send out; to dispatch; to produce (a sound); to let out (a laugh)",4
发达,,fā dá,well-developed; flourishing; to develop; to promote; to expand; (literary) to achieve fame and fortune; to prosper,4
发动,,fā dòng,to start; to launch; to unleash; to mobilize; to arouse,4
发挥,,fā huī,to display; to exhibit; to bring out implicit or innate qualities; to express (a thought or moral); to develop (an idea); to elaborate (on a theme),4
发明,,fā míng,to invent; an invention,4
发票,,fā piào,invoice; receipt or bill for purchase,4
发烧,,fā shāo,to have a high temperature (from illness); to have a fever,4
发生,,fā shēng,to happen; to occur; to take place; to break out,4
发送,,fā sòng,to transmit; to dispatch; to issue (an official document or credential),4
发现,,fā xiàn,to notice; to become aware of; to discover; to find; to detect; a discovery,4
发言,,fā yán,to make a speech; statement; utterance,4
发展,,fā zhǎn,development; growth; to develop; to grow; to expand,4
法,,fǎ,variant of 法,4
法官,,fǎ guān,judge (in court),4
法律,,fǎ lu:4,law,4
法院,,fǎ yuàn,court of law; court,4
翻,,fān,to turn over; to flip over; to overturn; to rummage through; to translate; to decode; to double; to climb over or into; to cross,4
翻译,,fān yì,to translate; to interpret; translator; interpreter; translation; interpretation,4
烦,,fán,to feel vexed; to bother; to trouble; superfluous and confusing; edgy,4
反,,fǎn,contrary; in reverse; inside out or upside down; to reverse; to return; to oppose; opposite; against; anti-; to rebel; to use analogy; instead; abbr. for 切 phonetic system,4
