simplified,vietnamese,pinyin,english,hsk_level
公鸡,,gōng jī,cock; rooster,6
公交车,,gōng jiāo chē,public transport vehicle; town bus,6
公斤,,gōng jīn,kilogram (kg),6
公开,,gōng kāi,open; overt; public; to make public; to release,6
公里,,gōng lǐ,kilometer,6
公路,,gōng lù,highway; road,6
公民,,gōng mín,citizen,6
公平,,gōng píng,fair; impartial,6
公认,,gōng rèn,publicly known (to be); accepted (as),6
公式,,gōng shì,formula,6
公司,,gōng sī,company; firm; corporation,6
公务员,,gōng wù yuán,functionary; office-bearer,6
公元,,gōng yuán,CE (Common Era); Christian Era; AD (Anno Domini),6
公园,,gōng yuán,park (for public recreation),6
公正,,gōng zhèng,just; fair; equitable,6
公众,,gōng zhòng,public,6
公主,,gōng zhǔ,princess,6
功夫,,gōng fu,skill; art; kung fu; labor; effort,6
功课,,gōng kè,homework; assignment; task; classwork; lesson; study,6
功能,,gōng néng,function; capability,6
攻击,,gōng jī,to attack; to accuse; to charge; an attack (terrorist or military),6
供给,,gōng jǐ,to furnish; to provide; supply (as in supply and demand),6
供应,,gōng yìng,to supply; to provide; to offer,6
宫,,Gōng,surname Gong,6
巩固,,gǒng gù,to consolidate; consolidation; to strengthen,6
共,,gòng,"common; general; to share; together; total; altogether; abbr. for 共产党, Communist party",6
共计,,gòng jì,to sum up to; to total,6
共同,,gòng tóng,common; joint; jointly; together; collaborative,6
共享,,gòng xiǎng,to share; to enjoy together,6
共有,,gòng yǒu,to have altogether; in all,6
贡献,,gòng xiàn,to contribute; to dedicate; to devote; contribution,6
沟,,gōu,ditch; gutter; groove; gully; ravine,6
沟通,,gōu tōng,to join; to connect; to link up; to communicate,6
狗,,gǒu,dog,6
构成,,gòu chéng,to constitute; to form; to compose; to make up; to configure (computing),6
构建,,gòu jiàn,to construct (sth abstract),6
构造,,gòu zào,structure; composition; tectonic (geology),6
购买,,gòu mǎi,to purchase; to buy,6
购物,,gòu wù,shopping,6
够,,gòu,enough (sufficient); enough (too much); (coll.) (before adj.) really; (coll.) to reach by stretching out,6
估计,,gū jì,to estimate; to reckon; (coll.) to suppose,6
姑姑,,gū gu,paternal aunt,6
姑娘,,gū niang,girl; young woman; young lady; daughter; paternal aunt (old),6
孤独,,gū dú,lonely; solitary,6
孤儿,,gū ér,orphan,6
古,,Gǔ,surname Gu,6
古代,,gǔ dài,ancient times,6
古典,,gǔ diǎn,classical,6
古老,,gǔ lǎo,ancient; old; age-old,6
股,,gǔ,"thigh; part of a whole; portion of a sum; (stock) share; strand of a thread; low-level administrative unit, translated as ""section"" or ""department"" etc, ranked below 科; classifier for long winding things like ropes, rivers etc; classifier for smoke, smells etc: thread, puff, whiff; classifier for bands of people, gangs etc; classifier for sudden forceful actions",6
股东,,gǔ dōng,shareholder; stockholder,6
股票,,gǔ piào,share certificate; stock (finance),6
骨头,,gǔ tou,bone; moral character; bitterness; Taiwan pr. [gú tou],6
鼓,,gǔ,old variant of 鼓,6
鼓励,,gǔ lì,to encourage,6
鼓掌,,gǔ zhǎng,to applaud; to clap,6
固定,,gù dìng,to fix; to fasten; to set rigidly in place; fixed; set; regular,6
故事,,gù shì,old practice,6
故乡,,gù xiāng,home; homeland; native place,6
故意,,gù yì,deliberately; on purpose,6
故障,,gù zhàng,malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software),6
顾,,Gù,surname Gu,6
顾客,,gù kè,customer; client,6
顾问,,gù wèn,adviser; consultant,6
瓜,,guā,melon; gourd; squash,6
刮,,guā,to scrape; to blow; to shave; to plunder; to extort,6
挂,,guà,to hang or suspend (from a hook etc); to hang up (the phone); (of a line) to be dead; to be worried or concerned; to make a phone call (dialect); to register or record; classifier for sets or clusters of objects; (slang) to kill; to die; to be finished; to fail (an exam),6
拐,,guǎi,to turn (a corner etc); to kidnap; to swindle; to misappropriate; seven (used as a substitute for 七); variant of 拐,6
怪,,guài,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather,6
关,,Guān,surname Guan,6
关爱,,guān ài,to show concern and care for,6
关闭,,guān bì,"to close; to shut (a window etc); (of a shop, school etc) to shut down",6
关怀,,guān huái,care; solicitude; to show care for; concerned about; attentive to,6
关机,,guān jī,to turn off (a machine or device); to finish shooting a film,6
关键,,guān jiàn,crucial point; crux; key; crucial; pivotal,6
关联,,guān lián,to be related; to be connected; relationship; connection,6
关上,,guān shàng,"to close (a door); to turn off (light, electrical equipment etc)",6
关系,,guān xi,relation; relationship; to concern; to affect; to have to do with; guanxi,6
关心,,guān xīn,to be concerned about; to care about,6
关于,,guān yú,pertaining to; concerning; with regard to; about; a matter of,6
关注,,guān zhù,to pay attention to; to follow sth closely; to follow (on social media); concern; interest; attention,6
观察,,guān chá,to observe; to watch; to survey,6
观点,,guān diǎn,point of view; viewpoint; standpoint,6
观光,,guān guāng,to tour; sightseeing; tourism,6
观看,,guān kàn,to watch; to view,6
观念,,guān niàn,notion; thought; concept; sense; views; ideology; general impressions,6
观众,,guān zhòng,spectators; audience; visitors (to an exhibition etc),6
官,,Guān,surname Guan,6
官方,,guān fāng,government; official (approved or issued by an authority),6
官司,,guān si,lawsuit,6
冠军,,guàn jūn,champion,6
管,,guǎn,variant of 管,6
管道,,guǎn dào,tubing; pipeline; (fig.) channel; means,6
管理,,guǎn lǐ,to supervise; to manage; to administer; management; administration,6
光,,guāng,light; ray; bright; shiny; only; merely; used up; finished; to leave (a part of the body) uncovered,6
光辉,,guāng huī,radiance; glory; brilliant; magnificent,6
光临,,guāng lín,(formal) to honor with one's presence; to attend,6
光明,,guāng míng,light; radiance; (fig.) bright (prospects etc); openhearted,6
光盘,,guāng pán,compact disc (CD); DVD; CD-ROM,6
光荣,,guāng róng,honor and glory; glorious,6
光线,,guāng xiàn,light ray; light; illumination; lighting (for a photograph),6
广,,yǎn,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",6
广播,,guǎng bō,broadcast; broadcasting; to broadcast; (formal) to propagate; to publicize,6
广场,,guǎng chǎng,public square; plaza,6
广大,,guǎng dà,(of an area) vast or extensive; large-scale; widespread; (of people) numerous,6
广泛,,guǎng fàn,extensive; wide range,6
广告,,guǎng gào,to advertise; a commercial; advertisement,6
广阔,,guǎng kuò,wide; vast,6
逛,,guàng,to stroll; to visit,6
归,,Guī,surname Gui,6
规定,,guī dìng,to stipulate; to specify; to prescribe; to fix (a price); to set (a quota); regulations; rules; provisions; stipulations,6
规范,,guī fàn,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify,6
规划,,guī huà,to draw up a plan; to map out a program; a plan; a program,6
规律,,guī lu:4,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline,6
规模,,guī mó,scale; scope; extent,6
规则,,guī zé,rule; regulation; rules and regulations,6
轨道,,guǐ dào,track (for trains etc); orbit (of a satellite); (fig.) a person's established path in life; desired trajectory (of a business or other endeavor); (audio engineering) track; (quantum mechanics) orbital,6
鬼,,guǐ,disembodied spirit; ghost; devil; (suffix) person with a certain vice or addiction etc; sly; crafty; resourceful (variant of 诡); one of the 28 constellations of ancient Chinese astronomy,6
柜子,,guì zi,cupboard; cabinet,6
贵,,guì,expensive; noble; precious; (honorific) your,6
跪,,guì,to kneel,6
滚,,gǔn,to boil; to roll; to take a hike; Get lost!,6
锅,,guō,pot; pan; wok; cauldron; pot-shaped thing,6
国,,Guó,surname Guo,6
国产,,guó chǎn,domestically produced,6
国歌,,guó gē,national anthem,6
国会,,Guó huì,Parliament (UK); Congress (US); Diet (Japan); Legislative Yuan (Taiwan),6
国籍,,guó jí,nationality,6
国际,,guó jì,international,6
国家,,guó jiā,country; nation; state,6
国民,,guó mín,nationals; citizens; people of a nation,6
国内,,guó nèi,domestic; internal (to a country); civil,6
国旗,,guó qí,flag (of a country),6
国庆,,Guó qìng,National Day,6
国外,,guó wài,abroad; external (affairs); overseas; foreign,6
国王,,guó wáng,king,6
果酱,,guǒ jiàng,jam,6
果然,,guǒ rán,really; sure enough; as expected; if indeed,6
果实,,guǒ shí,fruit (produced by a plant); (fig.) fruits (of success etc); results; gains,6
果树,,guǒ shù,fruit tree,6
果汁,,guǒ zhī,fruit juice,6
过,,Guō,surname Guo,6
过程,,guò chéng,course of events; process,6
过度,,guò dù,excessive; over-; excess; going too far; extravagant; intemperate; overdue,6
过渡,,guò dù,to cross over (by ferry); transition; interim; caretaker (administration),6
过分,,guò fèn,excessive; undue; overly,6
过后,,guò hòu,after the event,6
过来,,guò lái,to come over; to manage; to handle; to be able to take care of,6
过敏,,guò mǐn,oversensitive; allergic; allergy,6
过年,,guò nián,to celebrate the Chinese New Year,6
过去,,guò qù,(in the) past; former; previous; to go over; to pass by,6
过时,,guò shí,old-fashioned; out of date; to be later than the time stipulated or agreed upon,6
过于,,guò yú,too much; excessively,6
哈哈,,hā hā,(onom.) laughing out loud,6
咳,,hāi,"sound of sighing; (interjection expressing surprise, sorrow, regret, disappointment etc) oh; damn; wow",6
还,,Huán,surname Huan,6
还是,,hái shi,still (as before); had better; unexpectedly; or,6
还有,,hái yǒu,furthermore; in addition; still; also,6
孩子,,hái zi,child,6
海,,Hǎi,surname Hai,6
海报,,hǎi bào,poster; playbill; notice,6
海边,,hǎi biān,coast; seaside; seashore; beach,6
海底,,hǎi dǐ,seabed; seafloor; bottom of the ocean,6
海关,,hǎi guān,customs (i.e. border crossing inspection),6
海军,,hǎi jūn,navy,6
海浪,,hǎi làng,sea wave,6
海水,,hǎi shuǐ,seawater,6
海外,,hǎi wài,overseas; abroad,6
海湾,,Hǎi wān,(Persian) Gulf,6
海鲜,,hǎi xiān,seafood,6
海洋,,hǎi yáng,ocean,6
害,,hài,to do harm to; to cause trouble to; harm; evil; calamity,6
害怕,,hài pà,to be afraid; to be scared,6
含,,hán,to keep in the mouth; to contain,6
含量,,hán liàng,content; quantity contained,6
含义,,hán yì,meaning (implicit in a phrase); implied meaning; hidden meaning; hint; connotation,6
含有,,hán yǒu,to contain; including,6
寒假,,hán jià,winter vacation,6
寒冷,,hán lěng,cold (climate); frigid; very cold,6
喊,,hǎn,to yell; to shout; to call out for (a person),6
汉语,,Hàn yǔ,Chinese language,6
汉字,,hàn zì,Chinese character; Japanese: kanji; Korean: hanja; Vietnamese: hán tự,6
汗,,hán,"see 汗, 汗国",6
航班,,háng bān,(scheduled) flight; (scheduled) sailing,6
航空,,háng kōng,aviation,6
毫米,,háo mǐ,millimeter,6
毫升,,háo shēng,milliliter,6
好,,hǎo,good; appropriate; proper; all right!; (before a verb) easy to; (before a verb) good to; (before an adjective for exclamatory effect) so; (verb complement indicating completion); (of two people) close; on intimate terms; (after a personal pronoun) hello,6
好不容易,,hǎo bù róng yì,with great difficulty; very difficult,6
好吃,,hǎo chī,tasty; delicious,6
好处,,hǎo chǔ,easy to get along with,6
好多,,hǎo duō,many; quite a lot; much better,6
好好,,hǎo hǎo,well; carefully; nicely; properly,6
好久,,hǎo jiǔ,quite a while,6
好看,,hǎo kàn,"good-looking; nice-looking; good (of a movie, book, TV show etc); embarrassed; humiliated",6
好奇,,hào qí,inquisitive; curious; inquisitiveness; curiosity,6
好人,,hǎo rén,"good person; healthy person; person who tries not to offend anyone, even at the expense of principle",6
好容易,,hǎo róng yì,"(idiomatic usage) with great difficulty; to have a hard time (convincing sb, relinquishing sth etc); (literal usage) so easy",6
好似,,hǎo sì,to seem; to be like,6
好事,,hǎo shì,"good action, deed, thing or work (also sarcastic, ""a fine thing indeed""); charity; happy occasion; Daoist or Buddhist ceremony for the souls of the dead",6
好听,,hǎo tīng,pleasant to hear,6
好玩儿,,hǎo wán r,erhua variant of 玩,6
好像,,hǎo xiàng,as if; to seem like,6
好学,,hǎo xué,easy to learn,6
好友,,hǎo yǒu,close friend; pal; (social networking website) friend,6
好运,,hǎo yùn,good luck,6
好转,,hǎo zhuǎn,to improve; to take a turn for the better; improvement,6
号,,háo,roar; cry,6
号码,,hào mǎ,number,6
号召,,hào zhào,to call; to appeal,6
喝,,hē,to drink; variant of 嗬,6
合,,gě,"100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗",6
合并,,hé bìng,variant of 合并,6
合成,,hé chéng,to compose; to constitute; compound; synthesis; mixture; synthetic,6
合法,,hé fǎ,lawful; legitimate; legal,6
合格,,hé gé,to meet the standard required; qualified; eligible (voter etc),6
合理,,hé lǐ,rational; reasonable; sensible; fair,6
合适,,hé shì,suitable; fitting; appropriate,6
合同,,hé tong,(business) contract,6
合约,,hé yuē,treaty; contract,6
合作,,hé zuò,to cooperate; to collaborate; to work together; cooperation,6
和,,hé,old variant of 和,6
和平,,Hé píng,"Heping District of Shenyang city 沈阳市, Liaoning; Heping or Hoping Township in Taichung County 台中县, Taiwan",6
和谐,,hé xié,harmonious; harmony; (euphemism) to censor,6
河,,hé,river,6
核心,,hé xīn,core; nucleus,6
盒,,hé,small box; case,6
盒饭,,hé fàn,meal in a partitioned box,6
盒子,,hé zi,box; case,6
贺卡,,hè kǎ,greeting card; congratulation card,6
黑,,Hēi,abbr. for Heilongjiang province 黑龙江,6
黑暗,,hēi àn,dark; darkly; darkness,6
